page_latest_low,page_latest_high,page_len_low,page_len_high,num_rows
789172,1547831,917207,949092,0,
1174768,3328733,607542,1486735,0,
2792572,3913189,690058,1504571,0,
2273410,5714497,192568,1253929,25,
4089272,6092843,344568,590828,6,
2135396,5958518,1009997,1106447,0,
4878910,5961047,90207,822387,122,
2705864,3350182,19018,488538,98,
3577903,5955573,816382,873180,1,
4757906,6202875,83167,342836,186,
1759718,2884091,535094,696184,1,
5727785,6014791,223987,1144714,4,
2626758,5183878,735635,1385118,0,
2968394,4693446,926774,1471304,0,
2102325,4233126,343329,1404670,1,
1349491,1885699,717132,1546247,0,
560039,2779427,754810,1309761,0,
727259,5600360,25371,91343,1068,
5835018,5992123,275383,1449877,2,
2507896,5298339,767282,1274270,0,
2342490,3445380,361338,1293693,1,
2619714,5039369,1364751,1372565,0,
479451,6352705,938773,1220583,0,
4841115,6355803,61804,547058,399,
606086,2687048,427754,1249449,1,
3955299,4912755,226080,340060,2,
4495539,5784673,667908,1427272,0,
3254371,6298184,236592,1346790,22,
179460,5991902,18755,522894,2336,
1738170,4485770,699677,763490,0,
2217754,5209569,121850,1056969,45,
5245803,5452771,319485,1477451,0,
3718809,3931013,361620,392748,0,
4596106,4997330,737174,810045,0,
2507241,6010990,78197,852771,274,
2250175,5605216,737325,1553006,0,
1281742,5484738,875433,1075491,0,
1412025,4271444,135874,1002663,10,
554685,6005891,167803,392746,40,
687730,3644857,212985,715842,3,
484397,1719471,207816,726610,2,
232044,5090085,500140,1195560,2,
510930,5236842,1163747,1209573,0,
1914613,6355944,634907,1061304,2,
668412,4260415,731235,1150237,0,
1004708,3229124,577254,1128248,0,
2285752,3610792,657206,880661,0,
1963947,4788931,277995,746882,3,
2310800,3422647,1151043,1495125,0,
2245382,5304129,1944,974700,39255,
567878,2007173,357438,430711,1,
4027245,4876173,105865,1504254,32,
1382607,5641971,264284,823735,11,
4237765,5355427,275291,319866,0,
1472085,5217471,27338,64340,591,
4060878,5456821,723379,1329310,0,
4114262,5124770,382483,691767,3,
1984691,4793013,994046,1430137,0,
44248,6128804,106397,551602,168,
427251,3257866,669255,1535883,0,
2996921,4800251,260071,1312007,2,
2176497,5722992,1242596,1400575,0,
648110,5444432,491265,1553127,2,
1249696,4399931,196169,1447348,3,
1931723,6222736,447431,1424803,7,
54141,2458105,96621,123071,41,
1866796,2717478,276205,445288,0,
2041881,3255315,956952,997407,0,
1542747,3448020,716910,1003665,0,
2185879,6139903,188062,284872,21,
1254048,1770724,572705,943702,0,
2670730,5939034,126105,556642,93,
587562,4722277,506053,1268580,1,
2248438,5340641,1049817,1503962,0,
2800381,3112989,150670,1346607,0,
4344134,5719686,803344,1350156,0,
1605442,5605198,229294,738582,17,
1854142,2662046,50391,965079,95,
207477,480516,1011356,1498595,0,
3000615,3717898,603356,1131945,0,
1186833,6145837,603689,649492,0,
636483,4258651,307563,398641,1,
2964061,4436356,1044378,1294096,0,
1215645,6130721,76603,1212986,376,
2511202,6368508,899668,1136054,0,
2108420,2963699,500776,1502219,1,
3633075,4761242,406302,581945,1,
176124,5853526,441809,1490176,7,
2379799,3238450,597941,1461340,0,
3250357,3697439,517528,826747,0,
2468650,4722835,792647,1419700,0,
4617808,4984261,340655,857499,2,
1793686,2247633,158319,1547215,0,
2376518,6069944,1353834,1452562,0,
4368796,6266166,299031,507357,8,
1388642,4084413,669872,1360239,0,
277998,2542761,604105,1510919,0,
1978494,4922825,815072,1273901,0,
2312374,3367870,47640,174256,108,
351177,2038726,898819,1506890,0,
2877846,3598510,225951,323607,0,
84173,5864687,21379,374656,1799,
2419204,5573691,370322,1547251,4,
2489579,3981378,702791,1325080,0,
1258101,6388946,764117,1363832,1,
657024,4217788,1241459,1244897,0,
130990,2283588,147711,1358827,5,
579590,1615191,120295,272479,4,
3244673,4279793,247274,1397668,0,
1438623,3964329,103760,662123,47,
1652975,5302920,666536,1326794,0,
2179123,5795832,556178,1173275,2,
3156636,4534132,719866,1288393,0,
2866811,4189793,385344,511151,0,
3730049,5525061,74111,1550931,153,
5193633,5895376,73492,1187676,121,
2060857,3944281,793034,1121814,0,
3465882,4007821,317412,1438683,0,
3457841,3912233,1156051,1159742,0,
1129736,5009986,672145,1288950,0,
2487977,4250195,12816,1117157,599,
1286538,3910122,478797,655188,1,
1648083,2868587,927701,1452000,0,
1391394,2970343,1373643,1413099,0,
1266489,1515921,342898,628401,0,
1628110,1718663,1166581,1421481,0,
2498538,4264603,27861,1185915,204,
5946550,5958008,376243,1295231,0,
911606,2228431,215948,552551,2,
4705184,5037601,526932,1010660,1,
3381486,5512224,279948,1321931,6,
2656362,4335670,361674,975760,0,
1905952,5117693,993267,1395281,0,
3667284,4227781,91654,1173747,8,
903902,4653797,1471511,1496400,0,
528992,4638167,734867,991418,0,
2908713,3511706,1102880,1371525,0,
3712907,5865575,537457,1233488,2,
5871770,6198687,149141,899656,11,
1180718,5281531,564215,1016433,1,
203526,407076,425218,1204558,0,
6116013,6180935,161063,551816,3,
2894492,4110401,96976,801509,24,
735164,1646570,686729,1357144,0,
3544246,4220172,439156,1429919,0,
69995,887700,285275,1020121,0,
4396619,5492651,1513616,1521002,0,
1007968,1555415,1098924,1111711,0,
1378999,5253489,47044,836863,426,
1252077,4265657,154856,1142643,5,
5416705,6286327,1177568,1466258,0,
4139592,5399837,980693,1300943,0,
3776210,5927376,939859,1478553,0,
903718,3077503,493176,1467681,1,
4242180,5830669,1449155,1537692,0,
3352840,6200517,82691,1566653,269,
303438,4348749,386850,1010658,1,
1873734,2996097,665690,1558641,0,
1452860,4811839,324520,748211,3,
3392049,5146315,1342008,1346676,0,
3652864,6061266,314320,706578,7,
4441265,4485932,196998,1485778,2,
2688355,3119567,740685,1372898,0,
1304518,4993972,507603,1312723,2,
3757415,4674553,508366,1475236,0,
1815410,5583958,581998,1203712,1,
4098151,5388990,697713,1547510,0,
781999,5821946,113892,955873,101,
869334,5859919,508683,1467147,4,
647336,6287754,41881,239829,999,
730998,1821860,432393,638397,0,
737945,6152721,91398,1528702,285,
366977,1051023,273779,1431134,0,
2357947,3679064,895209,1166817,0,
2368623,3949258,705181,761933,0,
5111154,5437695,253259,1338870,6,
1142240,4555826,488581,518960,0,
3234619,6057131,1995,561970,58956,
3210644,5001828,267638,472816,1,
4529801,5918239,574098,814153,1,
4850966,6109112,354496,1318118,5,
605330,5109637,26469,707061,916,
2861672,4643891,24,1156428,82706,
1450196,1835844,1198171,1562118,0,
686250,5661374,11692,1294390,2998,
2352231,4025438,449872,1422104,1,
1905623,2669445,168369,1313454,1,
1795921,3511607,565219,598013,0,
1905144,2858341,6965,805000,645,
3068540,3746589,381246,669762,0,
708691,3574031,1167486,1497750,0,
2613610,4498363,1089092,1325762,0,
1226496,3007655,351736,720019,2,
2304922,3556386,319222,412872,0,
4505137,4934652,647430,813096,1,
5013504,5872724,235447,637260,14,
429914,3059636,381909,1364020,1,
1295851,2021574,623102,1169860,0,
4657122,5613221,255496,1554425,12,
989324,3479797,231739,950209,2,
3337953,3442111,143602,888888,1,
3454562,5790714,996933,1464202,0,
2104609,4533073,528557,1418411,1,
6018819,6255637,20148,289976,888,
1894662,2703104,782480,1466092,0,
3784382,6326275,27903,374459,1634,
4412851,6287549,297428,949512,11,
1583186,6351429,736926,973656,1,
4050994,5135125,24694,532784,474,
3599850,6163465,1256469,1363018,0,
1246223,2002208,866932,988172,0,
3112506,3315474,831484,1391167,0,
874181,3300224,261227,381453,2,
469024,3005132,35806,336685,248,
2749502,4688553,295415,399283,0,
691535,2388373,686961,904971,0,
3715532,5182526,557992,1219533,1,
6202055,6245466,559358,782204,0,
5916445,6286126,795144,1140606,0,
1404238,3280655,51398,1401872,134,
1790355,1845670,432207,1386948,0,
4072239,5467657,119446,122792,1,
1050767,2387506,618452,1500742,0,
1456789,3695496,1155158,1485278,0,
86297,2947055,637111,916060,0,
1975691,5227304,939165,1022788,0,
3301704,4577835,2128,312571,6156,
576246,4305788,319094,813100,2,
3363293,3930965,599349,1192214,0,
338697,873275,211246,771102,2,
466236,5899451,1430991,1445801,0,
4220273,5042940,9939,1288487,1047,
4580587,4936798,855500,1015519,0,
1814935,6309835,721668,992255,1,
3544085,3753116,463636,827203,0,
50033,3452234,338566,448566,1,
2346625,3091559,649466,894940,0,
4921209,6090076,841503,1010857,1,
1924651,5695479,83624,1522490,234,
3773480,5202391,178963,1225014,12,
664110,913122,1252915,1424882,0,
2172099,4064804,145981,439940,4,
966732,4400107,1425230,1508592,0,
1698288,5883255,180774,632317,33,
2668858,4164915,226267,404984,0,
5297983,5753306,654371,1329082,0,
352810,4814296,596121,1554219,0,
2025458,6023146,531462,545295,0,
3178388,5594895,675167,814808,0,
178512,3024017,110588,864139,23,
3657684,4708551,107705,662521,28,
3176414,5590701,921428,1283204,0,
3205388,3792676,351817,837379,0,
4252760,5774739,554135,643876,0,
63032,1582667,1108720,1221794,0,
1686084,4776743,393030,751408,3,
3251668,4965259,601257,851849,1,
2751078,6281131,1430945,1458989,0,
1569871,3394338,731967,797494,0,
2754891,4434497,970055,1012787,0,
2185147,4804175,261376,749891,3,
1386561,4743355,401531,1189396,3,
4815831,4919468,1141701,1417831,0,
3813413,5037930,44042,288793,207,
2332276,2978658,392706,576622,1,
508538,5927261,474292,475819,0,
644243,2323057,130985,636856,4,
4197689,4299087,854401,1468390,0,
3555926,5560056,176681,1222997,24,
938741,3211925,721825,1252624,0,
4527536,4561147,476882,794290,0,
1835992,6145949,537070,1087124,3,
3094647,4268074,1123907,1503212,0,
1715569,6362526,584589,700420,1,
1372718,4394842,826077,1551381,0,
5242349,6394687,764260,1183961,1,
1604062,2807581,388749,406476,0,
719123,4835022,1139948,1159465,0,
5735594,6160075,1215142,1371553,0,
2013252,4572664,925243,1383093,0,
3530553,5711370,76364,1562992,192,
1168647,3168648,533765,861069,1,
3618895,4993797,674910,1212774,0,
5875091,6196589,580590,611646,0,
2646997,3962816,924117,1400189,0,
3765385,6059096,60120,1036976,346,
650911,5046909,58520,864538,311,
1958445,3213945,70763,1382816,81,
4034810,6058300,979368,1157116,0,
3108388,4783077,805133,1333771,0,
1775219,3997193,829756,864850,0,
1491147,3218886,644906,1439533,0,
832333,5382883,607995,683319,1,
838660,5013598,359461,1304620,5,
451667,4042181,639354,678576,0,
1679372,2816813,1031915,1516952,0,
950141,2604649,415364,700319,1,
543321,1308639,765019,1238923,0,
1432527,6056940,1015438,1033978,0,
1746676,4121766,1081907,1237518,0,
3110088,4329130,233019,1232869,0,
3851814,5894661,856838,1352196,1,
753133,6115761,1108438,1412191,0,
989646,4867070,1225292,1445977,0,
279911,6360902,29183,536416,2042,
1432037,3660706,27733,1096530,310,
357513,1773221,471107,945063,0,
758552,1193903,1068322,1248893,0,
43404,3073832,314198,657924,2,
2451269,3637399,402715,911634,1,
2297851,4614939,103235,1158732,71,
3601632,4764918,767844,1463229,0,
3749716,5685373,779490,934970,0,
1991727,4247317,763975,975385,0,
248002,1406767,155271,338648,4,
3738511,4472603,362331,1323518,1,
375728,676301,50269,662629,1,
2508254,3643749,154023,1198557,2,
1245587,1672538,154972,845959,1,
411598,4950962,42692,1010416,458,
1390027,2415780,626157,920792,0,
4898621,4988809,1223868,1422500,0,
3055590,3397359,653298,826351,0,
1217763,2905586,587813,598589,0,
209530,1631529,828617,1305961,0,
4803027,4962380,135945,243269,0,
4036781,5516642,463725,1231752,2,
1619405,4516883,84861,1026784,108,
5315614,5464345,824188,1262097,0,
4386028,5444390,85792,1038624,97,
4389811,4614780,483662,761374,0,
2998941,3765023,1097870,1464348,0,
4178951,5967676,345421,585738,6,
3369996,4107488,561467,1470733,0,
1243978,1484255,97159,1025285,3,
4035315,4539961,1139522,1347967,0,
2008974,2148188,341917,689357,0,
2259579,2656259,672945,1475286,0,
2622276,5079523,323819,1501482,3,
211840,3682305,1225619,1378333,0,
5348099,5500126,1102858,1427059,0,
2344329,4379572,532136,665192,1,
2072460,4463859,585921,1399663,0,
391379,700003,540851,1489710,0,
2031932,2227569,113984,824272,0,
3530211,5410673,183914,1303387,18,
2665192,2820920,1096089,1122408,0,
150007,2381134,212349,1223417,4,
2440679,5371956,482749,1535333,2,
1533108,2259985,445390,1403569,0,
4789674,5520301,340534,723560,1,
2920725,4611152,931116,1513399,0,
375744,4190946,646333,895505,0,
4947441,5544163,423953,1262667,0,
1495232,2636493,1249428,1366976,0,
58350,2955649,808083,881017,0,
1720396,5402124,989419,1355407,0,
553873,1347368,95523,641344,5,
3350227,6406576,347759,1327145,9,
1520998,5145847,662710,1072353,0,
3459897,4231508,857667,1018154,0,
5671354,5914476,1155163,1473038,0,
3389689,3450132,216576,1446798,0,
2752883,5181006,375462,631188,2,
1360839,4954793,1280971,1555133,0,
4893210,5802079,109335,579437,52,
1206072,1603929,641319,792766,0,
1861468,3844966,561508,900201,0,
3989860,5742351,1072922,1228376,0,
3205936,5968168,23536,542542,1261,
1178531,4667654,86034,1285465,131,
2847156,6226410,318046,431007,2,
3714659,5182656,1183481,1349734,0,
2684808,4715851,288516,683714,2,
2614830,5870559,168514,575296,41,
2669891,3457426,349938,392469,0,
860885,4316182,1062229,1562645,0,
127848,6052001,442834,1270558,7,
211640,2892851,44290,948437,198,
1891531,5868654,267789,652704,14,
1829066,4252204,1175583,1195473,0,
2256861,3629383,646137,900061,0,
2258051,5253945,521749,1172408,2,
366160,4161534,376159,386103,0,
2804241,5576860,119522,463928,58,
4580915,5860651,148511,164060,9,
2336096,5581701,174285,1485912,25,
385948,4867505,668830,804567,0,
3652694,5030740,536208,1423595,1,
4791552,6332756,405672,444258,0,
3336233,5451152,522240,1489121,1,
589385,2964916,818686,1401235,0,
3662346,5405062,1396679,1485660,0,
548415,5587659,480446,518102,0,
841580,4046686,252505,1440609,3,
5959376,6084493,987892,1319476,0,
226507,2856855,321428,1061968,2,
3612800,5088873,280813,301968,0,
2396960,3633490,209585,1559240,1,
850836,4774673,344904,505065,3,
865979,1611782,287372,1502582,1,
2372459,6125054,260257,535517,16,
2849825,4067730,340214,360388,0,
2581966,3878354,498082,1158312,0,
2422773,4122125,222321,1178760,1,
954901,1225553,1186374,1493063,0,
56865,3116972,126632,390721,10,
3685035,4172591,530127,553592,0,
5164731,6014066,826951,895110,1,
465738,1929316,453715,726779,0,
3044914,3938682,756452,1522714,0,
3066557,4538678,132771,703137,14,
3822980,5687866,113075,486364,69,
2844339,3275531,302808,1253571,0,
2788200,5014392,620746,1413190,1,
3193671,4858133,674101,718755,0,
3947120,4106086,188927,1105612,1,
302453,4993364,459225,1122576,3,
531898,1271148,354701,439244,1,
1153712,3397930,367781,469718,0,
2865546,5872160,674685,1149790,1,
4053035,5855230,343498,1165728,8,
1439192,5394439,644684,1293145,1,
2538941,5351371,394405,1032208,3,
4502153,5999536,127094,426044,71,
2249007,5114702,398882,1370790,4,
622334,3115468,498034,747717,1,
4046455,5999433,22722,223441,1186,
1557268,6018131,1043481,1546430,0,
3383562,6235926,87468,502453,253,
2620615,2747665,362090,893345,0,
387587,2126367,797434,1462186,0,
1062037,3880007,449472,1552046,1,
1621270,5416205,1066312,1298238,0,
1619234,4983001,141512,889371,21,
2484946,4167749,684377,1154464,0,
74814,800082,219713,1078389,2,
3046615,5307085,321375,1114454,3,
114251,5648039,881277,1284966,0,
2271934,3317283,252235,1078800,1,
221040,4662016,577625,963881,0,
179833,2077111,143430,532034,5,
3919381,4126717,30369,1397498,22,
1713874,1821439,684528,1235386,0,
2111196,4061833,838305,1564527,0,
1921410,1945803,802723,1079392,0,
171711,5093570,884027,1009356,0,
923980,1186445,666301,1335219,0,
2627324,5652420,9733,1547884,2819,
298603,4037445,337554,862374,2,
2348315,3120280,1395606,1466768,0,
5217215,6380196,634399,798219,0,
1170756,2053240,30070,985030,106,
4088005,5658442,916020,1242840,0,
4277712,6042663,41879,635443,513,
1372348,5757612,719490,1346648,0,
2446588,3458204,705742,816366,0,
1482385,5781810,118370,734683,89,
2832404,3368202,476001,1357352,0,
3321796,3786556,764819,1004278,0,
626674,4027280,555729,1323448,0,
1768462,6181382,262331,645597,18,
3954269,5090682,894174,1215255,0,
3051787,5613678,497202,764656,1,
681324,2578508,437555,996460,1,
206172,6261656,457021,677317,6,
3487244,5407082,637751,1082216,1,
2276405,4614166,1056583,1414187,0,
2185236,5151507,91359,391482,135,
3629764,4431065,882481,1500662,0,
3169650,5642417,430205,888697,2,
2723294,4350717,191126,911232,1,
1689598,1751421,192004,1302072,0,
138041,933970,1009340,1305111,0,
3663010,4521471,249091,864735,2,
173142,2797265,541611,682130,1,
725458,5975784,728172,745653,0,
2104398,3822236,1074702,1365396,0,
4713346,6138917,653491,1382427,2,
4848786,5646961,1200227,1529460,0,
1993748,2275838,568539,1557095,0,
757596,5192511,664916,765973,0,
2688024,4807257,121736,1096406,30,
418880,899446,649648,1239698,0,
3679710,5297334,39467,1072889,332,
2864525,5712432,35675,42675,127,
2925668,4960860,10634,714147,1378,
1246481,1588533,1016798,1302873,0,
5800652,6350161,492474,748003,1,
6015453,6144615,337477,1343208,0,
2549430,5137901,152952,1028758,20,
2710038,3079760,205483,1053889,0,
2401149,6229180,57463,843924,522,
6199595,6343596,127797,678367,15,
2826967,3155109,1024537,1562361,0,
2517704,4241458,744957,916943,0,
1295653,3303728,670490,1150419,0,
2623544,6030385,623963,789971,1,
396046,1254428,827466,1522512,0,
1730565,4240715,343824,699773,1,
2445557,6174375,1169935,1377011,0,
395724,2205308,80741,503532,18,
1991662,2819047,428963,796314,1,
390105,1295312,700349,1519183,0,
288015,6144644,629900,1222109,2,
3836818,4654915,944298,1468832,0,
1491624,2916311,259781,825580,1,
60833,5282147,1157195,1467392,0,
1314946,3896618,174748,1442331,1,
1563157,3194331,183269,416231,0,
1584996,5485639,139279,1137118,38,
376213,2151184,303110,767081,1,
4121690,6306325,1338374,1496828,0,
2948920,4403166,92846,581447,30,
968025,3831606,495034,1339151,1,
2620094,4715251,1098779,1215488,0,
719831,1501784,647157,1296131,0,
132435,5129652,88537,712473,159,
3271093,3519172,169606,1262779,1,
1532336,5406942,102518,224225,103,
553671,3493992,377741,1160983,1,
3031546,3637750,185267,1158734,0,
5737350,5773492,829369,844303,0,
3410539,5624050,78106,328460,163,
5373075,6389720,232944,1040518,15,
530558,4234307,446829,1340300,1,
4893186,5660069,524244,704124,0,
5559185,6397744,928525,934138,0,
1382155,2161972,26844,805599,104,
2613882,5707385,531924,1182988,1,
3995509,4543716,474582,1525561,1,
718417,801019,64973,1069049,1,
958898,3286564,36953,1311628,246,
4014145,6362849,411988,1246968,6,
3760435,5872833,1041530,1339340,0,
1175635,2634609,1503830,1548316,0,
4469480,5934449,483564,1054867,5,
3631862,4986574,1050807,1205184,0,
1121459,3073936,1067409,1357478,0,
3478150,5388047,1112208,1149829,0,
3041149,5908145,27261,884165,1007,
4827610,5747653,206062,1356699,19,
1137963,2045438,326370,477518,1,
829119,2416620,679764,993364,0,
4948723,6214342,735547,1323888,1,
565602,3512396,32787,816975,313,
1450866,5829531,303034,1060349,7,
981008,6094333,763476,1362748,1,
